Competitor Provider,Competitor Segment Name,Competitor Segment ID,Proposed New Segment Name,Non Derived Segments utilized,Composition Similarity,Closest Cybba Segment,Closest Cybba Similarity,Taxonomy
Bridge,**AlarisB2B > B2B Intent > Business Services > Business Service Providers > Insightsquared,1012596741,Cybba > Behavioral Audience > Lifestyle > Insightsquared Enthusiasts,76570311:72196501 | Cybba > B2B Audience > Employment Industry > Business and Finance > 0; 75316261:69600481 | Cybba > Behavioral Audience > B2B Consulting > Data Processing. Hosting. and Related Services > 0,0.398,Cybba > B2B Audience > Role > Small Business Owners,0.6328,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business Services > Business Service Providers > Merchant Services,1012596731,Cybba > Behavioral Audience > Lifestyle > Merchant Services Enthusiasts,94042781:85079061 | Cybba > Behavioral Audience > B2B Consulting > Data Processing  Hosting  and Related Services > 1; 76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1,0.3152,Cybba > Purchase Audience > B2B Consulting,0.4737,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business Services > Business Service Providers > Seismic,1012596721,Cybba > Behavioral Audience > Lifestyle > Seismic Enthusiasts,76570311:72196501 | Cybba > B2B Audience > Employment Industry > Business and Finance > 0; 116621991:5039141 | Cybba > Cybba > Behavioral Audience > Auto > Service Schedule Followers > 1,0.3418,Cybba > Purchase Audience > B2B Consulting,0.5289,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business Services > Business Service Providers > Sitecore,1012596711,Cybba > Behavioral Audience > Lifestyle > Sitecore Enthusiasts,76570311:72196501 | Cybba > B2B Audience > Employment Industry > Business and Finance > 0; 116621991:5039141 | Cybba > Cybba > Behavioral Audience > Auto > Service Schedule Followers > 1,0.3251,Cybba > Purchase Audience > B2B Consulting,0.6053,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business Services > Business Service Providers > Zendesk,1012596701,Cybba > Behavioral Audience > Lifestyle > Zendesk Enthusiasts,116621991:5039141 | Cybba > Cybba > Behavioral Audience > Auto > Service Schedule Followers > 1; 76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1,0.4393,Cybba > Purchase Audience > Retail > Streaming Service Subscribers,0.4924,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business Services > Business Services,1012596691,Cybba > Behavioral Audience > Lifestyle > Business Services Enthusiasts - 2c1acc1f,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 75316321:84980711 | Cybba > Behavioral Audience > Legal Services > Legal Services > 1,0.3699,Cybba > Purchase Audience > B2B Consulting,0.6775,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business Services > Business Services > Electronic Data Interchange,1012596681,Cybba > Behavioral Audience > Lifestyle > Electronic Data Interchange Enthusiasts,94042781:85079051 | Cybba > Behavioral Audience > B2B Consulting > Data Processing  Hosting  and Related Services > 0; 80163251:75064221 | Cybba > Behavioral Audience > Electronic financial payment services > 0,0.3731,"Cybba > Purchase Audience > B2B Consulting > Data Processing, Hosting, and Related Services",0.4545,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business Services > Business Services > Employment Agencies,1012596671,Cybba > Behavioral Audience > Lifestyle > Employment Agencies Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 80163271:75064241 | Cybba > Behavioral Audience > Manpower and Temporary Staffing > 0,0.4173,Cybba > Purchase Audience > B2B Consulting,0.5228,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Company > Aerospace Companies,1012596661,Cybba > Behavioral Audience > Lifestyle > Aerospace Companies Enthusiasts,80204251:75103311 | Cybba > Event Audience > Theatre Show > COMPANY > 0; 75316261:69600491 | Cybba > Behavioral Audience > B2B Consulting > Data Processing. Hosting. and Related Services > 1,0.4952,Cybba > B2B Audience > Industry > Nonprofit Leaders,0.3291,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Company > Ecommerce Companies,1012596651,Cybba > Behavioral Audience > Lifestyle > Ecommerce Companies Enthusiasts,80204251:75103311 | Cybba > Event Audience > Theatre Show > COMPANY > 0; 76570511:72196901 | Cybba > B2B Audience > Employment Industry > Shopping > 0,0.4601,Cybba > B2B Audience > Employment Industry > Shopping,0.5069,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Company > Education Companies,1012596641,Cybba > Behavioral Audience > Lifestyle > Education Companies Enthusiasts,75301151:69592841 | Cybba > BEHAVIORAL AUDIENCE > COLLEGE AND EDUCATION > COLLEGES. UNIVERSITIES. AND PROFESSIONAL SCHOOLS > 1; 80204251:75103311 | Cybba > Event Audience > Theatre Show > COMPANY > 0,0.435,Cybba > Education Audience > Educators > Education Nonprofit Workers,0.5512,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Company > Entertainment Companies,1012596631,Cybba > Behavioral Audience > Lifestyle > Entertainment Companies Enthusiasts,79531201:74551731 | Cybba > Behavioral Audience > Arts. Entertainment & Recreation > 0; 76570421:72196731 | Cybba > B2B Audience > Employment Industry > Movies > 1,0.3562,Cybba > Event Audience > Entertainment > Streaming Binge Watchers,0.6638,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Company > Financial Companies,1012596621,Cybba > Behavioral Audience > Lifestyle > Financial Companies Enthusiasts,80163251:75064221 | Cybba > Behavioral Audience > Electronic financial payment services > 0; 75301231:69600591 | Cybba > BEHAVIORAL AUDIENCE > FINANCE. INSURANCE AND BANKING > INVESTMENT BANKING AND SECURITIES DEALING > 1,0.4066,"Cybba > Purchase Audience > Finance, Insurance and Banking > Investment Banking and Securities Dealing",0.5735,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Company > Health Companies,1012596611,Cybba > Behavioral Audience > Lifestyle > Health Companies Enthusiasts,76570411:72196711 | Cybba > B2B Audience > Employment Industry > Medical Health > 1; 75301311:69593131 | Cybba > BEHAVIORAL AUDIENCE > FOOD AND HEALTH > HEALTH AND PERSONAL CARE STORES > 0,0.4345,Cybba > B2B Audience > Employment Industry > Medical Health,0.4771,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Company > Hr Companies,1012596601,Cybba > Behavioral Audience > Lifestyle > Hr Companies Enthusiasts,80204251:75103311 | Cybba > Event Audience > Theatre Show > COMPANY > 0; 94042791:85079071 | Cybba > Behavioral Audience > B2B Consulting > Management  Scientific and Technical Consulting Services > 0,0.4372,Cybba > B2B Audience > Seniority > Director,0.4056,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Company > Logistics Companies,1012596581,Cybba > Behavioral Audience > Lifestyle > Logistics Companies Enthusiasts,116410501:5034281 | Cybba > Cybba > Behavioral Audience > Lifestyle > Family Logistics Planners > 1; 80204251:75103321 | Cybba > Event Audience > Theatre Show > COMPANY > 1,0.4057,Cybba > B2B Audience > Industry > Logistics & Transportation Leaders,0.721,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Company > Manufacturing Companies,1012596571,Cybba > Behavioral Audience > Lifestyle > Manufacturing Companies Enthusiasts,80204251:75103321 | Cybba > Event Audience > Theatre Show > COMPANY > 1; 75301391:69593271 | Cybba > BEHAVIORAL AUDIENCE > MEDICAL GOODS AND SERVICES > PHARMACEUTICAL AND MEDICINE MANUFACTURING > 0,0.3489,Cybba > B2B Audience > Industry > Manufacturing Leaders,0.7164,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Company > Media & Advertising Companies,1012596561,Cybba > Behavioral Audience > Lifestyle > Media & Advertising Companies Enthusiasts,75301051:69592661 | Cybba > BEHAVIORAL AUDIENCE > B2B CONSULTING > ADVERTISING AND MARKETING > 1; 116495811:5036191 | Cybba > Cybba > Behavioral Audience > Media > Sports Highlight Watchers > 1,0.4311,Cybba > Purchase Audience > B2B Consulting > Advertising and Marketing,0.5336,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Company > Other Companies,1012596551,Cybba > Behavioral Audience > Lifestyle > Other Companies Enthusiasts,80204251:75103321 | Cybba > Event Audience > Theatre Show > COMPANY > 1; 75301401:69593291 | Cybba > BEHAVIORAL AUDIENCE > MISCELLANEOUS > 1,0.4128,Cybba > Behavioral Audience > Miscellaneous,0.3496,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Company > Retail Companies,1012596541,Cybba > Behavioral Audience > Lifestyle > Retail Companies Enthusiasts,75301541:69593551 | Cybba > BEHAVIORAL AUDIENCE > RETAIL / CONSUMER > 0; 80204251:75103311 | Cybba > Event Audience > Theatre Show > COMPANY > 0,0.4121,Cybba > B2B Audience > Employment Industry > Shopping,0.4879,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Company > Social Media Companies,1012596531,Cybba > Behavioral Audience > Lifestyle > Social Media Companies Enthusiasts,75301091:69592731 | Cybba > BEHAVIORAL AUDIENCE > CHARITY AND SOCIAL > CIVIC AND SOCIAL ORGANIZATIONS > 1; 116495811:5036191 | Cybba > Cybba > Behavioral Audience > Media > Sports Highlight Watchers > 1,0.4207,Cybba > Behavioral Audience > Charity and Social,0.5135,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Company > Technology Companies,1012596521,Cybba > Behavioral Audience > Lifestyle > Technology Companies Enthusiasts,94042741:85078971 | Cybba > B2B Audience > Employment Industry > Technology Computing > 0; 80204251:75103321 | Cybba > Event Audience > Theatre Show > COMPANY > 1,0.4012,Cybba > B2B Audience > Industry > SaaS Technology Decision Makers,0.6324,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Company > Technology Companies > Accuity,1012596511,Cybba > Behavioral Audience > Lifestyle > Accuity Enthusiasts,80204251:75103311 | Cybba > Event Audience > Theatre Show > COMPANY > 0; 80163251:75064221 | Cybba > Behavioral Audience > Electronic financial payment services > 0,0.3562,Cybba > B2B Audience > Industry > SaaS Technology Decision Makers,0.3943,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Company > Technology Companies > Acronis,1012596501,Cybba > Behavioral Audience > Lifestyle > Acronis Enthusiasts,80204251:75103311 | Cybba > Event Audience > Theatre Show > COMPANY > 0; 76570541:72196961 | Cybba > B2B Audience > Employment Industry > Technology & Computing > 0,0.4434,Cybba > B2B Audience > Industry > SaaS Technology Decision Makers,0.501,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Company > Technology Companies > Adobe Systems,1012596491,Cybba > Behavioral Audience > Lifestyle > Adobe Systems Enthusiasts,80204251:75103311 | Cybba > Event Audience > Theatre Show > COMPANY > 0; 75301051:69592661 | Cybba > BEHAVIORAL AUDIENCE > B2B CONSULTING > ADVERTISING AND MARKETING > 1,0.3305,Cybba > B2B Audience > Industry > SaaS Technology Decision Makers,0.5135,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Company > Technology Companies > Amazon,1012596481,Cybba > Behavioral Audience > Lifestyle > Amazon Enthusiasts,80204621:85082351 | Cybba > Event Audience > Theatre Show > FUNIKIJAM AMAZON > 1; 94042741:85078981 | Cybba > B2B Audience > Employment Industry > Technology Computing > 1,0.4679,Cybba > B2B Audience > Industry > SaaS Technology Decision Makers,0.3126,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Company > Technology Companies > Amazon Web Services,1012596471,Cybba > Behavioral Audience > Lifestyle > Amazon Web Services Enthusiasts,94042781:85079061 | Cybba > Behavioral Audience > B2B Consulting > Data Processing  Hosting  and Related Services > 1; 80204621:75104001 | Cybba > Event Audience > Theatre Show > FUNIKIJAM AMAZON > 0,0.337,Cybba > Purchase Audience > B2B Consulting > Website Hosting & Internet-related Services,0.4784,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Company > Technology Companies > Ansys,1012596461,Cybba > Behavioral Audience > Lifestyle > Ansys Enthusiasts,80204251:75103321 | Cybba > Event Audience > Theatre Show > COMPANY > 1; 94042741:85078971 | Cybba > B2B Audience > Employment Industry > Technology Computing > 0,0.3959,Cybba > B2B Audience > Industry > SaaS Technology Decision Makers,0.4474,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Company > Technology Companies > Apple,1012596451,Cybba > Behavioral Audience > Lifestyle > Apple Enthusiasts,75301171:69592871 | Cybba > BEHAVIORAL AUDIENCE > CONSUMER ELECTRONICS > 0; 84250641:77669351 | Cybba > Event Audience > Theatre Show > Apple Orchard > 1,0.4693,Cybba > Behavioral Audience > Consumer Electronics,0.3729,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Company > Technology Companies > Applied Predictive Technologies,1012596441,Cybba > Behavioral Audience > Lifestyle > Applied Predictive Technologies Enthusiasts,80204251:75103311 | Cybba > Event Audience > Theatre Show > COMPANY > 0; 76570541:72196961 | Cybba > B2B Audience > Employment Industry > Technology & Computing > 0,0.4434,Cybba > B2B Audience > Industry > SaaS Technology Decision Makers,0.501,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Company > Technology Companies > Autodesk,1012596431,Cybba > Behavioral Audience > Lifestyle > Autodesk Enthusiasts,80204251:75103311 | Cybba > Event Audience > Theatre Show > COMPANY > 0; 76570541:72196961 | Cybba > B2B Audience > Employment Industry > Technology & Computing > 0,0.4434,Cybba > B2B Audience > Industry > SaaS Technology Decision Makers,0.501,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Company > Technology Companies > Basecamp,1012596421,Cybba > Behavioral Audience > Lifestyle > Basecamp Enthusiasts,80204231:75103281 | Cybba > Event Audience > Theatre Show > COLLABORATION > 1; 80204251:75103311 | Cybba > Event Audience > Theatre Show > COMPANY > 0,0.3502,Cybba > B2B Audience > Industry > SaaS Technology Decision Makers,0.3688,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Company > Technology Companies > Blue Jeans Network,1012596411,Cybba > Behavioral Audience > Lifestyle > Blue Jeans Network Enthusiasts,116626071:5039331 | Cybba > Cybba > Behavioral Audience > Tech > Home Network Tuners > 1; 80205131:75104961 | Cybba > Event Audience > Theatre Show > LITTLE GIRL BLUE > 1,0.3582,Cybba > B2B Audience > Industry > SaaS Technology Decision Makers,0.2472,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Company > Technology Companies > Box,1012596401,Cybba > Behavioral Audience > Lifestyle > Box Enthusiasts,80204231:75103271 | Cybba > Event Audience > Theatre Show > COLLABORATION > 0; 80204251:75103321 | Cybba > Event Audience > Theatre Show > COMPANY > 1,0.3794,Cybba > B2B Audience > Industry > SaaS Technology Decision Makers,0.3996,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Company > Technology Companies > Callidus Cloud,1012596391,Cybba > Behavioral Audience > Lifestyle > Callidus Cloud Enthusiasts,75301061:69600501 | Cybba > BEHAVIORAL AUDIENCE > B2B CONSULTING > MANAGEMENT. SCIENTIFIC AND TECHNICAL CONSULTING SERVICES > 1; 80204251:75103321 | Cybba > Event Audience > Theatre Show > COMPANY > 1,0.3494,Cybba > B2B Audience > Seniority > Manager,0.4626,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Company > Technology Companies > Cgi,1012596381,Cybba > Behavioral Audience > Lifestyle > Cgi Enthusiasts,80204251:75103311 | Cybba > Event Audience > Theatre Show > COMPANY > 0; 75316261:69600481 | Cybba > Behavioral Audience > B2B Consulting > Data Processing. Hosting. and Related Services > 0,0.357,Cybba > Behavioral Audience > B2B Consulting,0.492,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Company > Technology Companies > Cisco Systems,1012596371,Cybba > Behavioral Audience > Lifestyle > Cisco Systems Enthusiasts,80204231:75103271 | Cybba > Event Audience > Theatre Show > COLLABORATION > 0; 80204251:75103321 | Cybba > Event Audience > Theatre Show > COMPANY > 1,0.3714,Cybba > B2B Audience > Industry > SaaS Technology Decision Makers,0.3912,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Company > Technology Companies > Citrix,1012596361,Cybba > Behavioral Audience > Lifestyle > Citrix Enthusiasts,76570541:72196961 | Cybba > B2B Audience > Employment Industry > Technology & Computing > 0; 80204251:75103311 | Cybba > Event Audience > Theatre Show > COMPANY > 0,0.5186,Cybba > B2B Audience > Industry > SaaS Technology Decision Makers,0.4396,Behavioral Audience > Lifestyle
